,交易市场,股票名称,股票代码,当前价,涨跌额,涨跌幅%,年初至今,成交量,成交额(元),换手率,市盈率,股息率%,市值(元)
4554,CN,京能置业,SH600791,4.74,0.03,0.64,-0.58,9385621.0,44651512.0,2.08,,0.253,2146651200.0
4555,CN,轻纺城,SH600790,3.94,0.02,0.51,-11.84,7114658.0,27789876.0,0.49,7.753,4.315,5775216256.0
4556,CN,鲁抗医药,SH600789,7.05,0.05,0.71,-2.09,16726393.0,117420919.0,1.88,26.284,0.78,6281029999.0
4557,CN,中储股份,SH600787,5.04,0.02,0.4,3.23,7073134.0,35471235.0,0.33,21.174,1.984,10990872487.0
4558,CN,新华百货,SH600785,14.1,0.0,0.0,-23.43,1943300.0,27085626.0,0.86,28.73,0.709,3181401048.0
4559,CN,鲁银投资,SH600784,5.97,0.04,0.67,-0.78,4205708.0,24927649.0,0.74,11.009,0.838,4033644094.0
4560,CN,鲁信创投,SH600783,11.19,0.02,0.18,-8.17,2113000.0,23437469.0,0.28,17.785,2.055,8329380500.0
4561,CN,新钢股份,SH600782,3.44,0.01,0.29,-13.61,34196074.0,117447612.0,1.09,,2.936,10821043393.0
4562,CN,通宝能源,SH600780,8.08,-0.03,-0.37,25.86,8343679.0,67585671.0,0.73,13.597,,9263740386.0
4563,CN,水井坊,SH600779,56.49,-0.12,-0.21,-32.4,1450744.0,81720436.0,0.3,23.314,1.328,27587535373.0
4564,CN,友好集团,SH600778,5.97,0.09,1.53,-13.23,3247201.0,19168567.0,1.04,,,1859603371.0
4565,CN,新潮能源,SH600777,3.08,0.1,3.36,41.28,246479741.0,750396215.0,3.87,8.884,,20945527141.0
4566,CN,东方通信,SH600776,11.04,0.2,1.85,20.99,5694411.0,62320398.0,0.6,75.984,0.498,13866240707.0
4567,CN,南京熊猫,SH600775,12.69,1.15,9.97,22.07,125783704.0,1518590430.0,18.72,2523.917,0.11,11596610933.0
4568,CN,汉商集团,SH600774,9.42,-0.03,-0.32,-16.17,1746467.0,16394212.0,0.59,30.293,0.637,2779205227.0
4569,CN,西藏城投,SH600773,10.18,-0.06,-0.59,-43.84,2784673.0,28282927.0,0.34,90.102,0.157,8344146374.0
4570,CN,广誉远,SH600771,28.31,0.42,1.51,1.76,2568699.0,72243360.0,0.52,,,13857494202.0
4571,CN,综艺股份,SH600770,4.6,0.02,0.44,-33.91,6469400.0,29671262.0,0.5,,,5980000000.0
4572,CN,祥龙电业,SH600769,10.17,-0.35,-3.33,24.02,44771335.0,458887325.0,11.94,285.215,,3813518124.0
4573,CN,宁波富邦,SH600768,11.24,0.07,0.63,22.31,1680700.0,18805668.0,1.26,8.749,,1503318528.0
4574,CN,*ST园城,SH600766,16.5,-0.58,-3.4,8.7,5033141.0,84071258.0,2.25,592.098,,3699742563.0
4575,CN,中航重机,SH600765,18.68,-0.3,-1.58,-39.54,10999919.0,205481739.0,0.75,20.933,0.883,27497877001.0
4576,CN,中国海防,SH600764,24.83,-0.37,-1.47,9.29,7309620.0,180852570.0,1.03,37.065,0.995,17644927654.0
4577,CN,通策医疗,SH600763,71.73,0.2,0.28,-53.11,3070195.0,219571751.0,0.96,42.214,,22999507200.0
4578,CN,安徽合力,SH600761,18.28,0.45,2.52,42.04,11948211.0,217130757.0,1.61,11.249,2.188,13530923727.0
4579,CN,中航沈飞,SH600760,42.15,-0.91,-2.11,1.33,11093500.0,465289739.0,0.4,39.658,0.679,116152734473.0
4580,CN,*ST洲际,SH600759,2.46,0.02,0.82,12.33,7670700.0,18855286.0,0.19,,,10206562829.0
4581,CN,辽宁能源,SH600758,3.61,0.03,0.84,-4.44,9868191.0,35399453.0,0.75,109.244,1.662,4772482792.0
4582,CN,长江传媒,SH600757,7.32,-0.06,-0.81,32.65,11200965.0,82071457.0,0.92,10.259,4.372,8883919998.0
4583,CN,浪潮软件,SH600756,13.54,0.32,2.42,-0.04,3651601.0,49028753.0,1.13,55.037,0.222,4388297116.0
4584,CN,厦门国贸,SH600755,6.85,0.03,0.44,3.79,6006400.0,40988346.0,0.3,4.806,9.562,15098960820.0
4585,CN,锦江酒店,SH600754,28.03,-0.1,-0.36,-51.9,10629192.0,296613434.0,1.16,28.93,0.214,29993335086.0
4586,CN,庚星股份,SH600753,10.04,0.0,0.0,-28.74,3092681.0,31128059.0,1.44,,,2312284037.0
4587,CN,海航科技,SH600751,2.58,0.04,1.57,10.73,21338708.0,54705987.0,0.83,25.368,,7480291480.0
4588,CN,江中药业,SH600750,21.24,1.13,5.62,55.59,9899068.0,206490261.0,1.58,19.644,5.885,13369410908.0
4589,CN,西藏旅游,SH600749,11.19,0.16,1.45,-13.86,2033201.0,22573132.0,0.9,226.688,,2539744135.0
4590,CN,上实发展,SH600748,3.44,0.02,0.58,0.45,15551691.0,53157251.0,0.84,9.843,0.581,6345296348.0
4591,CN,江苏索普,SH600746,6.97,-0.02,-0.29,-11.49,2406654.0,16723043.0,0.21,,2.869,8139864901.0
4592,CN,闻泰科技,SH600745,40.41,-0.05,-0.12,-23.15,12573640.0,511263229.0,1.01,31.062,0.505,50221906437.0
4593,CN,华银电力,SH600744,3.19,0.02,0.63,-23.87,7901966.0,25065106.0,0.39,21.523,,6479286434.0
4594,CN,华远地产,SH600743,1.51,0.0,0.0,-20.11,24425000.0,36911721.0,1.04,,,3542612320.0
4595,CN,一汽富维,SH600742,9.42,-0.02,-0.21,16.13,11545406.0,108630493.0,1.69,12.645,2.654,6999605230.0
4596,CN,华域汽车,SH600741,15.89,0.04,0.25,-3.86,8481234.0,134187638.0,0.27,7.09,5.538,50096784106.0
4597,CN,山西焦化,SH600740,5.03,0.03,0.6,-3.36,9455632.0,47334867.0,0.37,11.146,3.976,12887469405.0
4598,CN,辽宁成大,SH600739,11.7,0.0,0.0,-6.07,3930574.0,45859883.0,0.26,28.115,1.282,17897604847.0
4599,CN,丽尚国潮,SH600738,5.27,0.04,0.76,-26.81,8527700.0,44563990.0,1.12,95.449,1.347,4012236694.0
4600,CN,中粮糖业,SH600737,8.18,0.14,1.74,25.31,12235732.0,99389356.0,0.57,12.288,6.112,17495778505.0
4601,CN,苏州高新,SH600736,4.7,0.02,0.43,1.37,6081913.0,28398749.0,0.53,13.947,1.0,5411076663.0
4602,CN,新华锦,SH600735,6.4,0.06,0.95,1.92,4287200.0,27164236.0,1.01,43.053,0.578,2744180602.0
4603,CN,ST实达,SH600734,3.49,-0.07,-1.97,-5.16,6053600.0,21266671.0,0.29,869.552,,7602277840.0
4604,CN,北汽蓝谷,SH600733,5.96,0.19,3.29,0.17,173920645.0,1033639121.0,3.84,,,33218078887.0
4605,CN,爱旭股份,SH600732,15.68,-0.36,-2.24,-41.16,36377523.0,569200215.0,2.28,10.146,2.506,28666227728.0
4606,CN,湖南海利,SH600731,6.26,0.02,0.32,-16.09,2743007.0,17109168.0,0.51,11.552,,3497727524.0
4607,CN,中国高科,SH600730,5.54,0.02,0.36,-10.5,10499510.0,57894640.0,1.79,,0.126,3250074251.0
4608,CN,重庆百货,SH600729,26.56,-0.13,-0.49,14.99,3085472.0,80884019.0,0.77,9.091,2.56,10797396030.0
4609,CN,佳都科技,SH600728,5.56,0.04,0.72,5.3,14557219.0,80780700.0,0.68,110.052,0.27,11923378105.0
4610,CN,鲁北化工,SH600727,6.27,0.04,0.64,-4.71,3484264.0,21616494.0,0.66,,1.595,3314216256.0
4611,CN,华电能源,SH600726,2.17,0.03,1.4,-19.03,9033200.0,19328543.0,0.47,,,17158919576.0
4612,CN,云维股份,SH600725,2.84,-0.02,-0.7,-10.13,42178702.0,118669815.0,3.42,1147.942,,3500214800.0
4613,CN,宁波富达,SH600724,4.01,0.03,0.75,14.37,5385200.0,21517643.0,0.37,25.258,3.741,5795416695.0
4614,CN,金牛化工,SH600722,4.9,-0.01,-0.2,0.41,7906927.0,38427820.0,1.16,81.216,,3333566412.0
4615,CN,百花医药,SH600721,7.55,0.03,0.4,22.96,4721900.0,35615473.0,1.24,,,2876183161.0
4616,CN,祁连山,SH600720,10.23,0.07,0.69,3.02,4147904.0,42263632.0,0.53,45.921,1.652,21091277761.0
4617,CN,大连热电,SH600719,7.83,0.07,0.9,54.13,6478800.0,50290822.0,1.6,82.397,,3168014868.0
4618,CN,东软集团,SH600718,9.0,0.04,0.45,-9.55,10351850.0,92663729.0,0.86,,0.678,10920718908.0
4619,CN,天津港,SH600717,4.1,0.01,0.24,1.78,10541624.0,43068386.0,0.36,12.939,1.878,11865404256.0
4620,CN,凤凰股份,SH600716,3.74,0.0,0.0,-4.35,12685402.0,47200833.0,1.36,,,3500866607.0
4621,CN,文投控股,SH600715,2.63,-0.01,-0.38,8.68,100741900.0,264314977.0,5.43,,,4878264705.0
4622,CN,金瑞矿业,SH600714,9.17,0.06,0.66,5.89,2389700.0,21675621.0,0.83,430.146,1.091,2642576423.0
4623,CN,南京医药,SH600713,4.79,0.03,0.63,-4.08,9542000.0,45399534.0,0.92,11.094,2.923,6276006547.0
4624,CN,南宁百货,SH600712,5.21,0.22,4.41,2.76,64149848.0,327576068.0,11.91,,,2837654426.0
4625,CN,盛屯矿业,SH600711,4.15,0.01,0.24,-29.54,14063864.0,58186527.0,0.45,,0.819,12996311727.0
4626,CN,苏美达,SH600710,7.04,-0.02,-0.28,24.29,5867200.0,41208885.0,0.45,8.982,4.261,9199516015.0
4627,CN,光明地产,SH600708,2.13,0.0,0.0,-13.01,12604077.0,26749833.0,0.57,108.619,0.469,4746996263.0
4628,CN,彩虹股份,SH600707,6.34,0.33,5.49,53.14,53540817.0,330369712.0,1.49,,,22750390901.0
4629,CN,曲江文旅,SH600706,14.12,0.14,1.0,5.85,10351820.0,145132132.0,4.08,,,3601444164.0
4630,CN,中航产融,SH600705,3.08,0.06,1.99,-4.62,42099264.0,128634382.0,0.48,54.572,1.948,27180674339.0
4631,CN,物产中大,SH600704,4.4,0.02,0.46,-5.68,19178773.0,83861140.0,0.37,6.688,3.409,22850792976.0
4632,CN,三安光电,SH600703,13.27,0.03,0.23,-22.45,19076723.0,251732866.0,0.38,,0.377,66204278507.0
4633,CN,舍得酒业,SH600702,86.62,-0.53,-0.61,-45.01,4017311.0,348469670.0,1.21,16.208,1.732,28859755273.0
4634,CN,均胜电子,SH600699,17.49,-0.17,-0.96,25.29,24716700.0,429927394.0,1.81,23.647,0.555,24638189987.0
4635,CN,湖南天雁,SH600698,5.33,0.04,0.76,14.62,13324150.0,70819196.0,1.6,,,5717917571.0
4636,CN,欧亚集团,SH600697,12.46,0.04,0.32,-7.95,8197075.0,100839335.0,5.28,,3.21,1982237415.0
4637,CN,岩石股份,SH600696,17.59,0.0,0.0,-29.3,3276149.0,57966768.0,0.98,53.527,,5883317291.0
4638,CN,大商股份,SH600694,16.47,0.04,0.24,-6.6,1536398.0,25136461.0,0.52,9.807,3.036,4837546215.0
4639,CN,东百集团,SH600693,4.03,0.02,0.5,-16.53,6604600.0,26478630.0,0.76,160.806,1.241,3505480371.0
4640,CN,亚通股份,SH600692,6.05,0.03,0.5,2.72,20123496.0,120761804.0,7.89,,,2128172587.0
4641,CN,阳煤化工,SH600691,3.14,-0.01,-0.32,0.0,9845048.0,30786090.0,0.41,,,7460583329.0
4642,CN,海尔智家,SH600690,20.72,0.1,0.48,-13.15,16540143.0,341378697.0,0.26,12.076,2.736,195557740583.0
4643,CN,上海三毛,SH600689,11.46,-0.18,-1.55,26.21,3506300.0,40197928.0,2.3,423.647,,2303360791.0
4644,CN,上海石化,SH600688,2.85,0.03,1.06,-8.36,19105113.0,54126285.0,0.26,,3.509,30777963675.0
4645,CN,金龙汽车,SH600686,7.52,-0.21,-2.72,26.39,29490130.0,222779643.0,4.11,,,5392196576.0
4646,CN,中船防务,SH600685,24.92,-0.03,-0.12,20.09,6907762.0,171229266.0,0.84,51.136,0.04,35224578940.0
4647,CN,珠江股份,SH600684,3.45,0.05,1.47,-9.45,10370475.0,35529544.0,1.22,,,2944439494.0
4648,CN,京投发展,SH600683,4.64,0.02,0.43,0.65,8347006.0,38698586.0,1.13,119.389,2.802,3437208050.0
4649,CN,南京新百,SH600682,7.56,0.1,1.34,-16.99,4128500.0,30920402.0,0.35,20.059,0.265,10176759591.0
4650,CN,百川能源,SH600681,3.92,0.01,0.26,-1.52,3462040.0,13534055.0,0.26,14.676,7.704,5256150855.0
4651,CN,上海凤凰,SH600679,10.98,0.34,3.2,27.53,36363300.0,395815332.0,11.83,,0.556,5657930942.0
4652,CN,四川金顶,SH600678,8.31,0.01,0.12,41.57,72146214.0,589146633.0,20.67,16170.34,,2900106900.0
4653,CN,交运股份,SH600676,4.32,-0.13,-2.92,11.63,15452032.0,67447804.0,1.5,23.148,,4443089518.0
4654,CN,中华企业,SH600675,3.26,-0.01,-0.31,5.9,9958548.0,32586650.0,0.16,15.121,0.061,19873400922.0
4655,CN,川投能源,SH600674,15.19,0.24,1.61,27.64,20469532.0,309343028.0,0.46,15.269,2.633,67759879785.0
4656,CN,东阳光,SH600673,6.73,0.17,2.59,-22.55,7948006.0,52836111.0,0.27,66.155,4.012,20283373763.0
4657,CN,*ST目药,SH600671,12.13,0.49,4.21,27.55,1303600.0,15492545.0,1.07,,,1477177875.0
4658,CN,尖峰集团,SH600668,10.75,0.01,0.09,-14.51,1700100.0,18280329.0,0.49,16.007,1.395,3698901151.0
4659,CN,太极实业,SH600667,6.82,0.12,1.79,32.17,25969713.0,176273871.0,1.23,51.944,2.493,14364217014.0
4660,CN,ST瑞德,SH600666,2.1,0.03,1.45,39.71,5087559.0,10660234.0,0.21,13.578,,5803376970.0
4661,CN,天地源,SH600665,3.73,0.04,1.08,3.5,6821196.0,25312645.0,0.79,11.57,3.19,3223177003.0
4662,CN,哈药股份,SH600664,3.4,0.05,1.49,12.96,19452000.0,65434700.0,0.77,14.322,,8571087118.0
4663,CN,陆家嘴,SH600663,8.92,0.01,0.11,-7.17,4181316.0,37330042.0,0.14,56.243,1.267,42931348596.0
4664,CN,外服控股,SH600662,4.81,0.12,2.56,-17.78,8717922.0,41401583.0,0.83,18.85,2.495,10984653037.0
4665,CN,昂立教育,SH600661,10.43,0.1,0.97,-3.96,9591033.0,99299158.0,3.35,,,2988704297.0
4666,CN,福耀玻璃,SH600660,37.35,0.41,1.11,10.5,5819827.0,217266081.0,0.29,19.57,3.347,97473920920.0
4667,CN,电子城,SH600658,4.51,0.03,0.67,16.77,7789324.0,35145738.0,0.7,9.019,1.175,5044818553.0
4668,CN,信达地产,SH600657,3.51,0.04,1.15,-31.07,12318789.0,43038632.0,0.43,27.766,1.14,10010093868.0
4669,CN,豫园股份,SH600655,6.05,-0.05,-0.82,-16.52,10492719.0,63221166.0,0.27,4.464,5.785,23571378701.0
4670,CN,ST中安,SH600654,2.37,-0.04,-1.66,-6.69,4433200.0,10573890.0,0.19,13.344,,6786068400.0
4671,CN,申华控股,SH600653,1.83,0.0,0.0,-3.17,11754922.0,21429713.0,0.6,,,3561875980.0
4672,CN,飞乐音响,SH600651,3.45,0.03,0.88,6.81,13821917.0,47410664.0,0.99,735.439,,8649246652.0
4673,CN,锦江在线,SH600650,9.55,0.02,0.21,-9.38,1345487.0,12792931.0,0.34,42.945,3.037,5267876522.0
4674,CN,城投控股,SH600649,3.66,0.0,0.0,-5.77,11357834.0,41639877.0,0.45,12.0,3.005,9258246820.0
4675,CN,外高桥,SH600648,9.75,0.04,0.41,-16.01,1813702.0,17595615.0,0.19,10.533,3.385,11069653959.0
4676,CN,*ST同达,SH600647,11.45,0.55,5.05,-10.55,2895204.0,32729091.0,2.08,,,1593193648.0
4677,CN,中源协和,SH600645,19.35,0.16,0.83,13.76,2651401.0,51241419.0,0.57,69.148,,9054811022.0
4678,CN,乐山电力,SH600644,6.77,0.02,0.3,-13.09,2628800.0,17729554.0,0.49,117.385,,3644972461.0
4679,CN,爱建集团,SH600643,4.98,0.04,0.81,-8.17,6990392.0,34588918.0,0.43,27.796,1.807,8077173811.0
4680,CN,申能股份,SH600642,6.54,0.06,0.93,22.1,19147137.0,124578991.0,0.39,13.123,2.446,32008934720.0
4681,CN,万业企业,SH600641,16.87,0.24,1.44,-4.09,7777337.0,131683984.0,0.84,29.366,0.812,15699726750.0
4682,CN,国脉文化,SH600640,10.95,-0.17,-1.53,13.47,8481402.0,93144832.0,1.07,,,8712870543.0
4683,CN,浦东金桥,SH600639,9.97,0.06,0.61,-6.45,3073106.0,30451677.0,0.36,5.225,5.015,11190456543.0
4684,CN,新黄浦,SH600638,5.12,0.05,0.99,-8.94,5885221.0,29874656.0,0.87,54.298,0.508,3447791544.0
4685,CN,东方明珠,SH600637,7.55,-0.04,-0.53,15.48,14836706.0,112453437.0,0.43,39.923,1.788,25779476518.0
4686,CN,国新文化,SH600636,10.15,-0.01,-0.1,8.06,13962201.0,141301843.0,3.18,36.511,0.985,4452163540.0
4687,CN,大众公用,SH600635,2.98,0.01,0.34,1.56,10657424.0,31529635.0,0.44,99.062,1.007,8798255332.0
4688,CN,浙数文化,SH600633,10.57,0.09,0.86,29.82,22935602.0,242741394.0,1.81,16.286,0.757,13378771628.0
4689,CN,龙头股份,SH600630,17.6,-0.4,-2.22,221.76,146784778.0,2535369452.0,34.55,,,7477564107.0
4690,CN,华建集团,SH600629,5.07,0.04,0.8,15.77,8925481.0,45053683.0,0.94,12.413,0.394,4920719113.0
4691,CN,新世界,SH600628,6.97,0.04,0.58,-8.42,3150322.0,21775341.0,0.49,142.333,0.43,4508721426.0
4692,CN,申达股份,SH600626,4.13,-0.11,-2.59,14.72,44633689.0,181732123.0,5.24,,0.194,5454675475.0
4693,CN,复旦复华,SH600624,5.62,0.05,0.9,-1.75,2868322.0,16022234.0,0.42,,,3848081496.0
4694,CN,华谊集团,SH600623,6.46,0.04,0.62,5.41,8171745.0,52500807.0,0.44,17.068,2.941,13769164403.0
4695,CN,光大嘉宝,SH600622,2.53,-0.01,-0.39,-22.63,12198749.0,30827255.0,0.81,,2.925,3794204067.0
4696,CN,华鑫股份,SH600621,12.9,0.84,6.97,26.03,74353388.0,954090969.0,7.01,26.159,0.775,13685600867.0
4697,CN,天宸股份,SH600620,9.27,0.15,1.64,-16.35,2779100.0,25363113.0,0.4,63.473,0.324,6365496838.0
4698,CN,海立股份,SH600619,6.64,0.09,1.37,19.62,15125200.0,100274407.0,1.92,,0.151,7156386200.0
4699,CN,氯碱化工,SH600618,8.85,-0.05,-0.56,-6.32,4925100.0,43342984.0,0.66,15.127,4.068,10234139788.0
4700,CN,国新能源,SH600617,3.82,0.04,1.06,-5.68,5927200.0,22488534.0,0.61,100.718,0.524,5263937561.0
4701,CN,金枫酒业,SH600616,6.12,0.07,1.16,-11.73,4844012.0,29386185.0,0.72,29.158,0.49,4094310294.0
4702,CN,丰华股份,SH600615,11.47,-1.04,-8.31,28.59,13931538.0,159996634.0,7.43,,,2156595227.0
4703,CN,神奇制药,SH600613,7.43,0.06,0.81,-8.3,4776100.0,35274346.0,1.0,67.28,1.346,3968152196.0
4704,CN,老凤祥,SH600612,69.71,1.31,1.92,66.64,1168800.0,80747627.0,0.37,15.795,2.094,36466539328.0
4705,CN,大众交通,SH600611,2.95,0.01,0.34,-1.43,9143428.0,26859708.0,0.58,18.755,1.017,6974162449.0
4706,CN,中毅达,SH600610,8.81,-0.1,-1.12,-44.49,133741048.0,1223525668.0,29.8,,,9437929270.0
4707,CN,金杯汽车,SH600609,4.92,0.01,0.2,17.7,6214800.0,30499879.0,0.47,31.014,,6451106745.0
4708,CN,ST沪科,SH600608,4.47,0.0,0.0,-1.97,980701.0,4375158.0,0.31,3239.111,,1470010641.0
4709,CN,绿地控股,SH600606,2.23,0.03,1.36,-25.17,38587468.0,85405122.0,0.27,,,31340906840.0
4710,CN,汇通能源,SH600605,26.3,0.68,2.65,158.66,3768700.0,98896917.0,1.83,159.426,0.38,5425227883.0
4711,CN,市北高新,SH600604,4.57,0.02,0.44,-7.4,4888046.0,22281874.0,0.35,515.068,0.109,8561002954.0
4712,CN,广汇物流,SH600603,7.58,0.02,0.26,-7.33,16407902.0,123513786.0,1.33,12.581,,9327570145.0
4713,CN,云赛智联,SH600602,11.19,0.22,2.01,28.83,12796860.0,142928498.0,1.19,83.104,0.357,15304265961.0
4714,CN,方正科技,SH600601,2.78,0.04,1.46,5.7,18566623.0,51444255.0,0.45,86.912,,11593415338.0
4715,CN,青岛啤酒,SH600600,72.2,-0.17,-0.23,-31.66,3234738.0,233167091.0,0.46,22.636,2.493,98495008094.0
4716,CN,ST熊猫,SH600599,13.32,0.63,4.96,-4.79,3824857.0,50375271.0,2.3,34.65,,2211120000.0
4717,CN,北大荒,SH600598,11.84,0.11,0.94,-11.24,5094295.0,59904980.0,0.29,21.454,3.547,21047730123.0
4718,CN,光明乳业,SH600597,8.6,0.12,1.42,-19.5,5364094.0,45719544.0,0.39,37.769,0.93,11854874362.0
4719,CN,新安股份,SH600596,8.82,-0.06,-0.68,-37.76,4024305.0,35374835.0,0.35,45.192,7.222,11903445972.0
4720,CN,中孚实业,SH600595,3.34,0.14,4.38,11.33,30949082.0,101785854.0,0.78,19.41,,13393016281.0
4721,CN,益佰制药,SH600594,5.69,0.1,1.79,2.89,7896600.0,44515318.0,1.0,,,4506066906.0
4722,CN,大连圣亚,SH600593,18.89,0.36,1.94,12.84,2278000.0,42678911.0,1.77,29.775,,2433032000.0
4723,CN,龙溪股份,SH600592,11.26,-1.25,-9.99,62.01,27531268.0,317114709.0,6.89,23.204,1.083,4498973209.0
4724,CN,泰豪科技,SH600590,6.16,0.06,0.98,6.02,4388555.0,26841665.0,0.52,,,5253677660.0
4725,CN,*ST榕泰,SH600589,3.84,0.18,4.92,87.32,54837786.0,210391043.0,7.79,,,2703487799.0
4726,CN,用友网络,SH600588,16.61,-0.09,-0.54,-31.08,12953212.0,217981083.0,0.38,,0.361,56781639773.0
4727,CN,新华医疗,SH600587,24.97,0.01,0.04,17.07,5298748.0,131732749.0,1.2,17.621,0.601,11653049265.0
4728,CN,金晶科技,SH600586,6.3,0.03,0.48,-27.39,12112100.0,75537923.0,0.85,24.764,0.476,9001251000.0
4729,CN,海螺水泥,SH600585,22.16,0.16,0.73,-14.23,9420472.0,207758634.0,0.24,9.856,6.679,117432545151.0
4730,CN,长电科技,SH600584,28.6,0.66,2.36,24.81,14477722.0,410576421.0,0.81,29.194,0.699,51154459499.0
4731,CN,海油工程,SH600583,6.04,0.3,5.23,1.33,33277751.0,197527697.0,0.75,13.386,1.656,26704982992.0
4732,CN,天地科技,SH600582,5.39,0.07,1.32,7.58,21218404.0,114034595.0,0.51,9.599,3.711,22306994128.0
4733,CN,八一钢铁,SH600581,3.54,0.03,0.85,-10.61,10962483.0,38645535.0,0.72,,,5470087721.0
4734,CN,卧龙电驱,SH600580,11.25,0.11,0.99,-8.7,8705863.0,97398840.0,0.67,15.699,1.333,14751451418.0
4735,CN,克劳斯,SH600579,6.96,0.08,1.16,10.13,13223834.0,91780070.0,2.66,,,3455578467.0
4736,CN,京能电力,SH600578,2.94,0.04,1.38,-6.38,12162000.0,35525267.0,0.18,23.026,4.082,19682185784.0
4737,CN,精达股份,SH600577,3.97,0.03,0.76,-3.75,8269400.0,32674679.0,0.41,19.453,3.023,8254313126.0
4738,CN,祥源文旅,SH600576,7.25,-0.02,-0.28,-9.15,4987600.0,36073769.0,0.74,67.608,,7738100494.0
4739,CN,淮河能源,SH600575,2.39,0.0,0.0,-0.83,18126519.0,43059227.0,0.47,33.323,,9288163945.0
4740,CN,惠泉啤酒,SH600573,10.54,0.15,1.44,-3.52,4527500.0,47482689.0,1.81,48.059,0.474,2635000000.0
4741,CN,康恩贝,SH600572,4.99,0.04,0.81,7.83,30839076.0,153368118.0,1.2,17.054,3.006,12824486222.0
4742,CN,信雅达,SH600571,14.32,0.55,3.99,55.31,79907028.0,1117284326.0,17.93,,1.781,6684515985.0
4743,CN,恒生电子,SH600570,27.03,0.03,0.11,-33.0,20016895.0,539641539.0,1.05,30.455,0.481,51357174127.0
4744,CN,安阳钢铁,SH600569,2.11,0.03,1.44,1.93,14494117.0,30435405.0,0.5,,5.213,6060809124.0
4745,CN,ST中珠,SH600568,1.71,0.08,4.91,-9.04,8345303.0,14147490.0,0.53,,,3407807155.0
4746,CN,山鹰国际,SH600567,1.91,0.0,0.0,-22.98,18676728.0,35481735.0,0.42,,5.969,8538782685.0
4747,CN,济川药业,SH600566,31.6,0.72,2.33,19.72,5907664.0,185036151.0,0.65,11.546,2.788,29129090456.0
4748,CN,迪马股份,SH600565,1.46,-0.02,-1.35,-32.41,26293500.0,38339910.0,1.06,,,3637599175.0
4749,CN,法拉电子,SH600563,84.65,-0.35,-0.41,-46.4,1282903.0,108081750.0,0.57,18.493,2.126,19046250000.0
4750,CN,国睿科技,SH600562,13.43,-0.07,-0.52,-20.09,2180700.0,29240975.0,0.18,28.722,0.99,16678150791.0
4751,CN,江西长运,SH600561,6.28,0.0,0.0,5.37,5054910.0,31754064.0,1.78,,0.207,1786514304.0
4752,CN,金自天正,SH600560,14.31,0.21,1.49,48.45,7001322.0,99058200.0,3.13,73.364,0.419,3200367105.0
4753,CN,老白干酒,SH600559,21.28,-0.07,-0.33,-21.84,8883786.0,188237001.0,0.99,32.859,1.41,19465825608.0
4754,CN,大西洋,SH600558,4.08,0.08,2.0,30.52,11198313.0,45191893.0,1.25,40.173,0.735,3662227710.0
4755,CN,康缘药业,SH600557,20.08,0.24,1.21,8.41,7746547.0,155375449.0,1.34,23.359,1.096,11741748916.0
4756,CN,天下秀,SH600556,5.66,-0.07,-1.22,-15.91,19626700.0,110818015.0,1.09,115.556,0.177,10231851654.0
4757,CN,凯盛科技,SH600552,13.15,0.54,4.28,42.93,19005053.0,246661949.0,2.12,122.81,0.38,12421580656.0
4758,CN,时代出版,SH600551,10.55,-0.07,-0.66,5.81,6172745.0,64920767.0,1.27,13.522,2.37,5109630554.0
4759,CN,保变电气,SH600550,4.66,0.05,1.08,0.22,5823982.0,26896570.0,0.32,,,8581522717.0
4760,CN,厦门钨业,SH600549,16.76,0.05,0.3,-12.66,4141378.0,69163846.0,0.29,18.269,2.088,23770459952.0
4761,CN,深高速,SH600548,9.12,0.08,0.88,6.66,2022201.0,18407678.0,0.14,12.959,5.066,19888625373.0
4762,CN,山东黄金,SH600547,23.12,0.13,0.57,21.01,16581044.0,381827051.0,0.46,54.489,0.303,103425690618.0
4763,CN,山煤国际,SH600546,17.7,-0.06,-0.34,36.49,24553718.0,435342691.0,1.24,6.301,12.712,35089473678.0
4764,CN,卓郎智能,SH600545,2.64,0.04,1.54,-6.71,11559500.0,30343897.0,0.65,,,4720088266.0
4765,CN,*ST莫高,SH600543,5.83,0.03,0.52,-7.17,1828200.0,10632164.0,0.57,,,1872129600.0
4766,CN,新赛股份,SH600540,4.79,0.04,0.84,5.04,8665600.0,41337512.0,1.49,,,2784795638.0
4767,CN,狮头股份,SH600539,6.97,0.05,0.72,6.9,3073900.0,21230554.0,1.34,,,1603100000.0
4768,CN,国发股份,SH600538,4.66,0.03,0.65,3.1,6410053.0,29506339.0,1.22,,,2442764302.0
4769,CN,亿晶光电,SH600537,4.71,-0.08,-1.67,-15.59,14067920.0,66299438.0,1.19,14.785,,5629815985.0
4770,CN,中国软件,SH600536,35.46,1.4,4.11,-20.95,41686754.0,1507302539.0,4.99,2087.072,0.045,30486751879.0
4771,CN,天士力,SH600535,17.05,0.36,2.16,61.99,15694751.0,265615179.0,1.05,22.83,1.935,25569887217.0
4772,CN,栖霞建设,SH600533,2.91,0.02,0.69,-21.46,6977000.0,20277489.0,0.66,,3.436,3055500000.0
4773,CN,豫光金铅,SH600531,5.89,0.12,2.08,15.27,15059355.0,87697645.0,1.38,10.008,2.003,6421529114.0
